Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the�Terms and Conditions�of the Cboe Websites.,,,,
Index P/C Ratios,,,,
Trade_date,Call,Put,Total,P/C Ratio
7/14/2011,1511544,1850465,3362009,1.22
7/15/2011,1237051,1892528,3129579,1.53
7/18/2011,1073690,1323720,2397410,1.23
7/19/2011,1203122,1034474,2237596,0.86
7/20/2011,1001482,996415,1997897,0.99
7/21/2011,1308690,1259687,2568377,0.96
7/22/2011,860398,947836,1808234,1.1
7/25/2011,653097,889846,1542943,1.36
7/26/2011,700942,780975,1481917,1.11
7/27/2011,1289244,1974260,3263504,1.53
7/28/2011,1180600,1310603,2491203,1.11
7/29/2011,1427650,2103001,3530651,1.47
8/1/2011,1256601,1759922,3016523,1.4
8/2/2011,1689340,2416532,4105872,1.43
8/3/2011,1633455,2736385,4369840,1.68
8/4/2011,2711320,4043009,6754329,1.49
8/5/2011,3002357,4155773,7158130,1.38
8/8/2011,2916119,4397929,7314048,1.51
8/9/2011,2210300,4063812,6274112,1.84
8/10/2011,1969120,2941523,4910643,1.49
8/11/2011,1914879,2579754,4494633,1.35
8/12/2011,1402451,1857837,3260288,1.32
8/15/2011,1305919,1906889,3212808,1.46
8/16/2011,1451342,1772956,3224298,1.22
8/17/2011,1321761,2295725,3617486,1.74
8/18/2011,2036666,3627733,5664399,1.78
8/19/2011,1599513,2444403,4043916,1.53
8/22/2011,973210,1443529,2416739,1.48
8/23/2011,1171664,1645047,2816711,1.4
8/24/2011,974035,1666887,2640922,1.71
8/25/2011,1037800,1840318,2878118,1.77
8/26/2011,1332182,1965111,3297293,1.48
8/29/2011,981051,1431262,2412313,1.46
8/30/2011,904245,1397283,2301528,1.55
8/31/2011,1247471,2044615,3292086,1.64
9/1/2011,1029788,1400514,2430302,1.36
9/2/2011,1044342,1938704,2983046,1.86
9/6/2011,1194066,1955245,3149311,1.64
9/7/2011,1333138,1420277,2753415,1.07
9/8/2011,951303,1418283,2369586,1.49
9/9/2011,1612228,2587041,4199269,1.6
9/12/2011,1282471,2050590,3333061,1.6
9/13/2011,1208025,1801729,3009754,1.49
9/14/2011,1531568,2015094,3546662,1.32
9/15/2011,1608235,1978297,3586532,1.23
9/16/2011,1614386,2076710,3691096,1.29
9/19/2011,965623,1299258,2264881,1.35
9/20/2011,949309,1547444,2496753,1.63
9/21/2011,1135682,1968302,3103984,1.73
9/22/2011,1880680,2939457,4820137,1.56
9/23/2011,1266427,1947005,3213432,1.54
9/26/2011,835985,1261217,2097202,1.51
9/27/2011,1021968,1646696,2668664,1.61
9/28/2011,712898,1436074,2148972,2.01
9/29/2011,916500,1377930,2294430,1.5
9/30/2011,1136760,1806965,2943725,1.59
10/3/2011,1255926,2043758,3299684,1.63
10/4/2011,1723588,2619366,4342954,1.52
10/5/2011,1172822,1700483,2873305,1.45
10/6/2011,1089460,1918041,3007501,1.76
10/7/2011,1080959,1632977,2713936,1.51
10/10/2011,842354,1504403,2346757,1.79
10/11/2011,771859,1565132,2336991,2.03
10/12/2011,1219293,2287004,3506297,1.88
10/13/2011,881382,1191139,2072521,1.35
10/14/2011,1118918,1517450,2636368,1.36
10/17/2011,934848,1492469,2427317,1.6
10/18/2011,1219820,1668336,2888156,1.37
10/19/2011,1127788,1709417,2837205,1.52
10/20/2011,1254227,2387517,3641744,1.9
10/21/2011,1403511,1743453,3146964,1.24
10/24/2011,1029532,1517059,2546591,1.47
10/25/2011,922584,1194683,2117267,1.29
10/26/2011,721302,1028308,1749610,1.43
10/27/2011,1941711,2478792,4420503,1.28
10/28/2011,892862,1384248,2277110,1.55
10/31/2011,701623,1263045,1964668,1.8
11/1/2011,1375075,2347809,3722884,1.71
11/2/2011,748395,1276348,2024743,1.71
11/3/2011,953902,1421165,2375067,1.49
11/4/2011,694250,1044921,1739171,1.51
11/7/2011,642333,899636,1541969,1.4
11/8/2011,876754,1601063,2477817,1.83
11/9/2011,1236878,2058128,3295006,1.66
11/10/2011,758299,1227167,1985466,1.62
11/11/2011,1000756,1164826,2165582,1.16
11/14/2011,780714,1138962,1919676,1.46
11/15/2011,915321,1351458,2266779,1.48
11/16/2011,973762,1908272,2882034,1.96
11/17/2011,1520976,2454298,3975274,1.61
11/18/2011,1456261,1279311,2735572,0.88
11/21/2011,829391,1320085,2149476,1.59
11/22/2011,749750,1108833,1858583,1.48
11/23/2011,934066,1698735,2632801,1.82
11/25/2011,462246,793483,1255729,1.72
11/28/2011,743228,866484,1609712,1.17
11/29/2011,656965,917298,1574263,1.4
11/30/2011,1367780,1661884,3029664,1.22
12/1/2011,999430,1179991,2179421,1.18
12/2/2011,1046602,1397880,2444482,1.34
12/5/2011,840487,1046635,1887122,1.25
12/6/2011,929967,857509,1787476,0.92
12/7/2011,914418,943612,1858030,1.03
12/8/2011,947066,1061071,2008137,1.12
12/9/2011,1064471,1639772,2704243,1.54
12/12/2011,929396,1101381,2030777,1.19
12/13/2011,1090711,1578448,2669159,1.45
12/14/2011,1300334,1692666,2993000,1.3
12/15/2011,977672,1443558,2421230,1.48
12/16/2011,1100038,1490898,2590936,1.36
12/19/2011,729070,880198,1609268,1.21
12/20/2011,813992,940992,1754984,1.16
12/21/2011,734558,1056121,1790679,1.44
12/22/2011,705283,931397,1636680,1.32
12/23/2011,482634,537452,1020086,1.11
12/27/2011,350097,496280,846377,1.42
12/28/2011,500739,602403,1103142,1.2
12/29/2011,479210,725470,1204680,1.51
12/30/2011,482734,593141,1075875,1.23
1/3/2012,772702,826120,1598822,1.07
1/4/2012,603281,754594,1357875,1.25
1/5/2012,800764,870377,1671141,1.09
1/6/2012,844280,1165690,2009970,1.38
1/9/2012,592655,830991,1423646,1.4
1/10/2012,1047280,1155932,2203212,1.1
1/11/2012,615830,801828,1417658,1.3
1/12/2012,899358,1121414,2020772,1.25
1/13/2012,1439721,1209668,2649389,0.84
1/17/2012,944789,1139615,2084404,1.21
1/18/2012,1421660,1625638,3047298,1.14
1/19/2012,1609784,1617188,3226972,1
1/20/2012,1254016,1560051,2814067,1.24
1/23/2012,809523,1484827,2294350,1.83
1/24/2012,617040,1138941,1755981,1.85
1/25/2012,1074272,1140346,2214618,1.06
1/26/2012,926837,1369062,2295899,1.48
1/27/2012,763828,1006273,1770101,1.32
1/30/2012,628592,820759,1449351,1.31
1/31/2012,712936,933288,1646224,1.31
2/1/2012,1084440,1200453,2284893,1.11
2/2/2012,725960,953696,1679656,1.31
2/3/2012,1731300,1764077,3495377,1.02
2/6/2012,602141,819332,1421473,1.36
2/7/2012,1222413,1093078,2315491,0.89
2/8/2012,1021923,1281055,2302978,1.25
2/9/2012,952610,1286558,2239168,1.35
2/10/2012,1412409,1992159,3404568,1.41
2/13/2012,794336,1175738,1970074,1.48
2/14/2012,993571,1495499,2489070,1.51
2/15/2012,1333388,2163440,3496828,1.62
2/16/2012,1442915,1666276,3109191,1.15
2/17/2012,1269158,1404403,2673561,1.11
2/21/2012,957892,1203018,2160910,1.26
2/22/2012,979352,1173797,2153149,1.2
2/23/2012,980620,1336271,2316891,1.36
2/24/2012,933286,1521517,2454803,1.63
2/27/2012,744401,964297,1708698,1.3
2/28/2012,813962,900855,1714817,1.11
2/29/2012,939838,1477248,2417086,1.57
3/1/2012,926485,1359391,2285876,1.47
3/2/2012,860716,1162576,2023292,1.35
3/5/2012,732494,882295,1614789,1.2
3/6/2012,1308215,1685635,2993850,1.29
3/7/2012,849037,1185048,2034085,1.4
3/8/2012,1014957,1297186,2312143,1.28
3/9/2012,1158402,1345177,2503579,1.16
3/12/2012,731583,1138244,1869827,1.56
3/13/2012,1398176,1571352,2969528,1.12
3/14/2012,1596694,1743462,3340156,1.09
3/15/2012,1604991,1433639,3038630,0.89
3/16/2012,1212500,1577214,2789714,1.3
3/19/2012,1265345,1653804,2919149,1.31
3/20/2012,934222,1225824,2160046,1.31
3/21/2012,1268241,1758145,3026386,1.39
3/22/2012,818979,1389334,2208313,1.7
3/23/2012,840679,1300595,2141274,1.55
3/26/2012,1022724,1438470,2461194,1.41
3/27/2012,875406,1367582,2242988,1.56
3/28/2012,982746,1343116,2325862,1.37
3/29/2012,924867,1381530,2306397,1.49
3/30/2012,855805,1225468,2081273,1.43
4/2/2012,847892,1051387,1899279,1.24
4/3/2012,746406,1146705,1893111,1.54
4/4/2012,922467,1245791,2168258,1.35
4/5/2012,933143,1243520,2176663,1.33
4/9/2012,758303,1070652,1828955,1.41
4/10/2012,1567927,1998918,3566845,1.27
4/11/2012,927535,1479622,2407157,1.6
4/12/2012,1097625,1454072,2551697,1.32
4/13/2012,1069006,1273265,2342271,1.19
4/16/2012,901299,1228873,2130172,1.36
4/17/2012,1137541,1321441,2458982,1.16
4/18/2012,835829,1326409,2162238,1.59
4/19/2012,1186059,1680820,2866879,1.42
4/20/2012,1134086,1411863,2545949,1.24
4/23/2012,831654,953940,1785594,1.15
4/24/2012,596136,831178,1427314,1.39
4/25/2012,773099,1037607,1810706,1.34
4/26/2012,937405,1051732,1989137,1.12
4/27/2012,757694,950418,1708112,1.25
4/30/2012,662748,705105,1367853,1.06
5/1/2012,776575,1176210,1952785,1.51
5/2/2012,781723,1051219,1832942,1.34
5/3/2012,1043336,1169315,2212651,1.12
5/4/2012,1191342,1701703,2893045,1.43
5/7/2012,809330,962716,1772046,1.19
5/8/2012,1077245,1713750,2790995,1.59
5/9/2012,1306869,1700613,3007482,1.3
5/10/2012,795305,1302183,2097488,1.64
5/11/2012,848228,1679310,2527538,1.98
5/14/2012,1107438,1801561,2908999,1.63
5/15/2012,1289588,1921998,3211586,1.49
5/16/2012,1579972,2376100,3956072,1.5
5/17/2012,1653995,3112499,4766494,1.88
5/18/2012,1695519,2743867,4439386,1.62
5/21/2012,1079730,1455655,2535385,1.35
5/22/2012,1108036,1545571,2653607,1.39
5/23/2012,1267250,1491960,2759210,1.18
5/24/2012,1302121,1462814,2764935,1.12
5/25/2012,725217,1139561,1864778,1.57
5/29/2012,824479,1088687,1913166,1.32
5/30/2012,847888,1413101,2260989,1.67
5/31/2012,1111996,1437405,2549401,1.29
6/1/2012,1547528,2759697,4307225,1.78
6/4/2012,1205173,1376018,2581191,1.14
6/5/2012,989919,1279868,2269787,1.29
6/6/2012,1338991,2071813,3410804,1.55
6/7/2012,1448501,1783495,3231996,1.23
